ticket_id,account_id,user_id,created_at,channel,issue_category,severity,priority,resolution_time_hours,escalated_flag,csat_score,refund_flag,churn_risk_flag,experiment_variant,ai_predicted_category,ai_detected_theme,ai_priority_score,ai_category_confidence
TKT-003928,ACC-0169,USR-00784,2026-03-19T15:00:00,email,billing,medium,medium,11.62,0,2.77,1,0,ai_triage,billing,invoice_confusion,37.77,0.977
TKT-003929,ACC-0169,USR-00784,2026-03-16T10:00:00,web_form,feature_request,medium,medium,32.99,0,3.14,0,0,ai_triage,feature_request,audit_log,37.67,0.838
TKT-003930,ACC-0170,USR-00787,2025-06-15T12:00:00,chat,bug,high,high,17.78,0,2.71,1,0,guided_onboarding,bug,filter_logic,48.05,0.89
TKT-003931,ACC-0170,USR-00786,2025-06-20T08:00:00,phone,onboarding,medium,medium,12.96,0,3.9,0,0,guided_onboarding,onboarding,training_gap,29.7,0.97
TKT-003932,ACC-0170,USR-00786,2025-08-26T17:00:00,email,billing,low,low,7.09,0,3.57,0,0,guided_onboarding,billing,seat_true_up,22.63,0.911
TKT-003933,ACC-0170,USR-00786,2025-10-12T11:00:00,chat,billing,low,low,6.3,0,2.58,1,0,guided_onboarding,billing,tax_setup,30.11,0.99
TKT-003934,ACC-0170,USR-00786,2025-10-18T11:00:00,web_form,account_management,low,low,11.1,0,3.35,0,0,guided_onboarding,account_management,user_deactivation,24.56,0.893
TKT-003935,ACC-0170,USR-00786,2025-10-18T13:00:00,email,feature_request,medium,medium,23.68,0,3.25,0,0,guided_onboarding,feature_request,bulk_actions,35.18,0.973
TKT-003936,ACC-0170,USR-00786,2025-11-13T16:00:00,email,bug,medium,medium,19.11,0,2.27,0,0,guided_onboarding,bug,report_export,39.13,0.933
TKT-003937,ACC-0170,USR-00786,2025-11-25T15:00:00,email,integration,high,high,30.89,1,2.85,1,0,guided_onboarding,performance,performance_other,52.18,0.516
TKT-003938,ACC-0170,USR-00786,2025-12-09T11:00:00,web_form,billing,medium,medium,8.83,0,3.3,0,0,guided_onboarding,billing,seat_true_up,31.84,0.868
TKT-003939,ACC-0170,USR-00786,2025-12-23T14:00:00,email,bug,medium,medium,17.78,0,3.07,0,0,guided_onboarding,bug,notification_bug,34.85,0.966
TKT-003940,ACC-0170,USR-00786,2025-12-09T09:00:00,web_form,account_management,medium,medium,9.64,0,4.35,0,0,guided_onboarding,account_management,renewal_changes,26.76,0.981
TKT-003941,ACC-0170,USR-00786,2025-12-02T08:00:00,web_form,billing,medium,medium,7.95,0,2.81,1,1,guided_onboarding,billing,tax_setup,41.31,0.965
TKT-003942,ACC-0170,USR-00786,2026-02-25T10:00:00,email,feature_request,low,low,24.46,0,2.84,0,0,guided_onboarding,feature_request,custom_dashboard,29.9,0.947
TKT-003943,ACC-0171,USR-00788,2025-01-18T13:00:00,chat,bug,critical,urgent,41.96,0,2.43,0,0,control,bug,report_export,54.09,0.947
TKT-003944,ACC-0171,USR-00788,2025-03-12T10:00:00,email,bug,high,high,19.67,1,3.17,0,0,control,bug,report_export,41.55,0.774
TKT-003945,ACC-0171,USR-00788,2025-05-15T13:00:00,email,feature_request,medium,medium,22.85,0,3.74,0,0,control,feature_request,audit_log,28.56,0.948
TKT-003946,ACC-0171,USR-00789,2025-05-07T18:00:00,web_form,billing,low,low,6.73,0,3.67,0,0,control,billing,invoice_confusion,18.05,0.984
TKT-003947,ACC-0171,USR-00788,2025-06-04T14:00:00,chat,access,high,high,8.6,0,3.45,0,0,control,access,permission_setup,35.74,0.971
TKT-003948,ACC-0171,USR-00789,2025-06-24T14:00:00,chat,feature_request,low,low,27.36,0,3.46,0,0,control,feature_request,bulk_actions,23.4,0.972
TKT-003949,ACC-0171,USR-00789,2025-06-19T09:00:00,chat,access,medium,medium,9.53,0,3.35,0,0,control,access,sso_role_mapping,27.74,0.988
TKT-003950,ACC-0171,USR-00789,2025-06-04T09:00:00,web_form,onboarding,critical,urgent,26.43,0,3.21,0,0,control,onboarding,import_mapping,46.96,0.939
TKT-003951,ACC-0171,USR-00789,2025-06-21T09:00:00,web_form,performance,high,high,28.8,1,1.41,1,1,control,integration,integration_other,59.45,0.545
TKT-003952,ACC-0171,USR-00788,2025-07-13T12:00:00,chat,billing,low,low,7.81,0,3.17,0,1,control,billing,invoice_confusion,25.28,0.943
TKT-003953,ACC-0171,USR-00789,2025-08-09T16:00:00,email,account_management,critical,urgent,20.55,0,3.95,0,0,control,account_management,renewal_changes,42.03,0.987
TKT-003954,ACC-0171,USR-00788,2025-09-08T10:00:00,web_form,performance,high,high,29.67,0,2.71,0,0,control,performance,report_refresh,43.83,0.948
TKT-003955,ACC-0171,USR-00788,2025-09-26T08:00:00,web_form,integration,high,high,32.08,0,3.54,0,0,control,integration,identity_provisioning,40.18,0.608
TKT-003956,ACC-0171,USR-00789,2025-10-23T16:00:00,chat,feature_request,low,low,33.06,0,3.41,1,0,control,feature_request,custom_dashboard,27.54,0.939
TKT-003957,ACC-0171,USR-00789,2025-12-18T14:00:00,chat,access,high,high,8.39,0,2.28,1,1,control,access,mfa_lockout,48.75,0.983
TKT-003958,ACC-0171,USR-00788,2025-12-24T16:00:00,email,feature_request,medium,medium,32.14,0,3.22,0,0,control,feature_request,custom_dashboard,33.1,0.775
TKT-003959,ACC-0171,USR-00788,2025-12-09T14:00:00,web_form,onboarding,medium,medium,15.44,1,2.98,0,0,control,onboarding,workspace_configuration,32.92,0.945
TKT-003960,ACC-0171,USR-00789,2026-01-18T17:00:00,web_form,feature_request,high,high,33.54,0,3.18,0,0,control,feature_request,bulk_actions,42.29,0.964
TKT-003961,ACC-0171,USR-00789,2026-01-05T08:00:00,web_form,account_management,medium,medium,8.84,0,4.21,0,0,control,account_management,user_deactivation,23.29,0.845
TKT-003962,ACC-0171,USR-00789,2026-02-07T13:00:00,web_form,bug,critical,urgent,38.4,1,2.54,0,0,control,bug,filter_logic,54.9,0.926
TKT-003963,ACC-0171,USR-00789,2026-02-12T09:00:00,chat,account_management,medium,medium,12.61,0,3.74,0,0,control,account_management,contract_update,26.43,0.987
TKT-003964,ACC-0171,USR-00788,2026-03-01T16:00:00,web_form,account_management,high,high,14.55,0,3.32,0,0,control,account_management,user_deactivation,37.63,0.924
TKT-003965,ACC-0172,USR-00790,2025-01-14T11:00:00,email,onboarding,low,low,9.46,0,3.46,0,0,control,onboarding,import_mapping,19.67,0.983
TKT-003966,ACC-0172,USR-00791,2025-01-20T17:00:00,email,account_management,medium,medium,13.41,0,3.15,0,0,control,account_management,user_deactivation,29.54,0.914
TKT-003967,ACC-0172,USR-00790,2025-01-17T17:00:00,web_form,billing,low,low,7.5,0,2.73,0,1,control,billing,invoice_confusion,27.41,0.98
TKT-003968,ACC-0172,USR-00791,2025-02-09T09:00:00,chat,access,low,low,5.56,0,3.59,0,0,control,access,permission_setup,18.21,0.984
TKT-003969,ACC-0172,USR-00791,2025-02-20T08:00:00,web_form,access,critical,urgent,16.35,0,2.42,0,0,control,access,password_reset,48.81,0.968
TKT-003970,ACC-0172,USR-00791,2025-02-16T10:00:00,chat,onboarding,medium,medium,12.98,0,3.12,0,0,control,onboarding,import_mapping,29.6,0.986
TKT-003971,ACC-0172,USR-00790,2025-03-08T18:00:00,email,billing,low,low,8.86,0,2.9,0,0,control,billing,seat_true_up,22.35,0.976
TKT-003972,ACC-0172,USR-00790,2025-03-19T10:00:00,email,feature_request,high,high,47.16,0,2.65,1,1,control,feature_request,custom_dashboard,54.98,0.934
TKT-003973,ACC-0172,USR-00790,2025-04-03T13:00:00,chat,account_management,high,high,10.67,1,3.62,0,0,control,account_management,contract_update,37.42,0.966
TKT-003974,ACC-0172,USR-00791,2025-04-25T16:00:00,email,access,medium,medium,8.83,1,2.66,1,0,control,access,password_reset,35.84,0.986
TKT-003975,ACC-0172,USR-00791,2025-05-11T18:00:00,chat,billing,medium,medium,6.82,0,3.0,1,0,control,billing,invoice_confusion,31.62,0.963
TKT-003976,ACC-0172,USR-00790,2025-05-06T12:00:00,chat,access,high,high,9.26,1,3.43,0,0,control,access,sso_role_mapping,38.08,0.973
TKT-003977,ACC-0172,USR-00790,2025-05-14T14:00:00,web_form,onboarding,critical,urgent,23.61,0,3.29,0,0,control,onboarding,workspace_configuration,45.97,0.979
TKT-003978,ACC-0172,USR-00790,2025-05-15T09:00:00,chat,performance,high,high,39.34,0,1.99,0,0,control,integration,integration_other,49.45,0.506
TKT-003979,ACC-0172,USR-00790,2025-06-12T17:00:00,email,billing,medium,medium,7.27,0,3.8,0,0,control,billing,seat_true_up,25.02,0.832
TKT-003980,ACC-0172,USR-00790,2025-07-09T13:00:00,email,account_management,medium,medium,11.82,0,3.39,0,0,control,account_management,contract_update,28.01,0.983
TKT-003981,ACC-0172,USR-00791,2025-08-20T16:00:00,email,billing,medium,medium,9.95,0,3.01,1,0,control,billing,invoice_confusion,32.22,0.944
TKT-003982,ACC-0172,USR-00790,2025-09-25T15:00:00,email,account_management,critical,urgent,25.01,0,4.13,0,0,control,account_management,contract_update,42.06,0.972
TKT-003983,ACC-0172,USR-00790,2025-09-27T10:00:00,chat,bug,high,high,27.78,0,2.17,1,0,control,bug,report_export,48.84,0.933
TKT-003984,ACC-0172,USR-00791,2025-09-06T11:00:00,email,access,low,low,6.93,1,2.76,0,0,control,access,mfa_lockout,24.74,0.968
TKT-003985,ACC-0172,USR-00790,2025-09-13T13:00:00,chat,bug,medium,medium,16.61,0,2.42,0,0,control,bug,filter_logic,33.86,0.946
TKT-003986,ACC-0172,USR-00790,2025-10-07T15:00:00,chat,feature_request,high,high,36.94,0,3.39,0,0,control,feature_request,custom_dashboard,41.95,0.975
TKT-003987,ACC-0172,USR-00791,2025-10-27T10:00:00,email,billing,low,low,8.68,0,3.54,0,0,control,billing,invoice_confusion,19.11,0.978
TKT-003988,ACC-0172,USR-00790,2025-10-02T08:00:00,email,onboarding,medium,medium,9.58,0,3.12,1,0,control,onboarding,training_gap,31.6,0.98
TKT-003989,ACC-0172,USR-00790,2025-12-23T13:00:00,email,billing,low,low,9.35,0,2.58,0,0,control,billing,invoice_confusion,24.05,0.955
TKT-003990,ACC-0172,USR-00791,2025-12-18T08:00:00,email,access,high,high,10.57,1,3.69,0,0,control,access,password_reset,37.05,0.982
TKT-003991,ACC-0172,USR-00791,2026-01-11T16:00:00,web_form,billing,high,high,9.86,0,3.24,0,1,control,billing,tax_setup,41.55,0.977
TKT-003992,ACC-0172,USR-00791,2026-01-19T16:00:00,email,onboarding,low,low,12.85,0,4.1,0,0,control,onboarding,workspace_configuration,17.18,0.678
TKT-003993,ACC-0172,USR-00790,2026-01-20T18:00:00,email,feature_request,low,low,19.15,0,3.39,0,0,control,feature_request,advanced_permissions,22.04,0.916
TKT-003994,ACC-0172,USR-00791,2026-01-12T11:00:00,web_form,billing,high,high,9.38,0,2.46,1,1,control,billing,invoice_confusion,48.05,0.972
TKT-003995,ACC-0172,USR-00791,2026-01-21T10:00:00,chat,access,high,high,9.96,0,3.92,0,0,control,access,mfa_lockout,33.67,0.979
TKT-003996,ACC-0172,USR-00791,2026-01-10T13:00:00,chat,bug,high,high,29.02,0,2.65,0,0,control,bug,report_export,44.0,0.935
TKT-003997,ACC-0172,USR-00790,2026-02-06T15:00:00,email,billing,critical,urgent,15.92,0,3.3,0,0,control,billing,invoice_confusion,44.32,0.818
TKT-003998,ACC-0172,USR-00790,2026-02-16T13:00:00,web_form,billing,low,low,7.24,0,3.0,0,0,control,billing,tax_setup,21.51,0.979
TKT-003999,ACC-0172,USR-00791,2026-02-16T09:00:00,email,onboarding,medium,medium,13.54,0,3.7,0,0,control,onboarding,setup_guidance,26.82,0.987
TKT-004000,ACC-0172,USR-00791,2026-03-07T08:00:00,web_form,integration,high,high,28.12,1,2.82,0,0,control,integration,slack_alerts,45.06,0.857
TKT-004001,ACC-0173,USR-00793,2026-01-07T17:00:00,chat,performance,medium,medium,22.96,1,1.9,0,0,guided_onboarding,performance,report_refresh,43.88,0.965
TKT-004002,ACC-0173,USR-00793,2026-01-26T18:00:00,email,performance,high,high,26.35,1,2.47,0,0,guided_onboarding,performance,dashboard_latency,50.44,0.919
TKT-004003,ACC-0173,USR-00793,2026-01-23T17:00:00,email,access,medium,medium,6.66,0,3.3,0,0,guided_onboarding,access,password_reset,31.39,0.985
TKT-004004,ACC-0173,USR-00792,2026-03-27T15:00:00,chat,bug,high,high,23.72,1,2.52,0,0,guided_onboarding,bug,data_sync_bug,49.64,0.678
TKT-004005,ACC-0173,USR-00792,2026-03-20T10:00:00,chat,billing,medium,medium,6.16,0,2.95,1,1,guided_onboarding,billing,tax_setup,40.23,0.961
TKT-004006,ACC-0173,USR-00792,2026-03-14T18:00:00,email,access,high,high,5.55,0,3.62,0,0,guided_onboarding,access,sso_role_mapping,38.26,0.986
TKT-004007,ACC-0174,USR-00795,2025-02-12T10:00:00,phone,bug,medium,medium,16.05,0,2.81,1,0,ai_triage,bug,filter_logic,38.49,0.945
TKT-004008,ACC-0174,USR-00795,2025-02-21T14:00:00,web_form,bug,critical,urgent,32.62,0,2.97,0,0,ai_triage,bug,data_sync_bug,53.45,0.848
TKT-004009,ACC-0174,USR-00794,2025-03-26T11:00:00,email,billing,low,low,5.84,0,3.7,0,0,ai_triage,billing,seat_true_up,21.72,0.96
TKT-004010,ACC-0174,USR-00794,2025-04-22T16:00:00,chat,performance,low,low,24.24,0,3.65,0,0,ai_triage,performance,dashboard_latency,25.8,0.916
TKT-004011,ACC-0174,USR-00795,2025-04-20T12:00:00,email,performance,medium,medium,22.17,0,3.01,0,0,ai_triage,performance,report_refresh,36.07,0.88
TKT-004012,ACC-0174,USR-00794,2025-04-10T09:00:00,web_form,performance,critical,urgent,37.55,0,2.82,0,0,ai_triage,performance,dashboard_latency,55.22,0.957
TKT-004013,ACC-0174,USR-00794,2025-04-16T08:00:00,email,access,high,high,10.25,1,3.27,0,0,ai_triage,access,password_reset,43.09,0.985
TKT-004014,ACC-0174,USR-00794,2025-06-13T10:00:00,web_form,feature_request,low,low,18.76,0,3.55,1,0,ai_triage,feature_request,custom_dashboard,27.86,0.944
TKT-004015,ACC-0174,USR-00795,2025-08-03T13:00:00,email,onboarding,low,low,10.18,0,3.45,0,0,ai_triage,onboarding,workspace_configuration,23.87,0.983
TKT-004016,ACC-0174,USR-00795,2025-09-25T12:00:00,email,access,high,high,10.69,1,3.38,0,0,ai_triage,access,password_reset,42.63,0.992
TKT-004017,ACC-0174,USR-00794,2025-10-14T16:00:00,email,onboarding,low,low,8.6,0,3.34,0,0,ai_triage,onboarding,import_mapping,24.09,0.986
TKT-004018,ACC-0174,USR-00794,2025-10-12T16:00:00,email,onboarding,low,low,7.66,1,2.95,0,0,ai_triage,onboarding,setup_guidance,27.95,0.944
TKT-004019,ACC-0174,USR-00794,2025-11-09T16:00:00,email,bug,high,high,22.04,0,2.8,0,0,ai_triage,bug,data_sync_bug,45.79,0.877
TKT-004020,ACC-0174,USR-00795,2025-11-13T11:00:00,email,bug,high,high,26.77,0,2.7,0,0,ai_triage,bug,report_export,47.28,0.945
TKT-004021,ACC-0174,USR-00794,2025-11-25T18:00:00,web_form,billing,medium,medium,8.91,0,3.86,0,0,ai_triage,billing,invoice_confusion,29.06,0.979
TKT-004022,ACC-0174,USR-00794,2025-12-16T10:00:00,email,billing,low,low,6.92,0,3.35,0,0,ai_triage,billing,seat_true_up,23.69,0.967
TKT-004023,ACC-0174,USR-00795,2026-01-23T09:00:00,email,access,medium,medium,5.99,1,2.84,0,0,ai_triage,access,permission_setup,35.65,0.984
TKT-004024,ACC-0174,USR-00794,2026-01-26T18:00:00,web_form,access,medium,medium,9.58,0,3.19,1,0,ai_triage,access,password_reset,35.25,0.992
TKT-004025,ACC-0174,USR-00794,2026-02-16T09:00:00,chat,billing,medium,medium,6.83,0,2.28,1,1,ai_triage,billing,tax_setup,43.72,0.973
TKT-004026,ACC-0174,USR-00794,2026-03-27T16:00:00,email,feature_request,low,low,25.46,0,3.16,0,0,ai_triage,feature_request,advanced_permissions,28.5,0.963
TKT-004027,ACC-0175,USR-00796,2026-01-24T13:00:00,email,billing,high,high,10.75,0,3.46,0,0,control,billing,invoice_confusion,40.14,0.944
TKT-004028,ACC-0175,USR-00797,2026-01-09T16:00:00,email,account_management,critical,urgent,17.36,0,3.18,0,0,control,account_management,user_deactivation,49.22,0.924
TKT-004029,ACC-0175,USR-00796,2026-02-24T15:00:00,email,billing,medium,medium,8.97,0,3.23,0,0,control,billing,invoice_confusion,32.22,0.98
TKT-004030,ACC-0175,USR-00796,2026-02-03T09:00:00,chat,billing,medium,medium,6.16,0,4.04,0,1,control,billing,seat_true_up,32.08,0.971
TKT-004031,ACC-0175,USR-00796,2026-02-21T11:00:00,phone,onboarding,low,low,8.16,0,3.14,0,0,control,onboarding,setup_guidance,25.0,0.981
TKT-004032,ACC-0175,USR-00797,2026-02-02T09:00:00,email,onboarding,high,high,14.5,0,3.88,1,0,control,onboarding,import_mapping,41.52,0.987
TKT-004033,ACC-0175,USR-00797,2026-02-06T10:00:00,chat,account_management,low,low,8.48,0,3.62,0,0,control,account_management,billing_contact,22.67,0.962
TKT-004034,ACC-0175,USR-00797,2026-02-23T15:00:00,email,account_management,medium,medium,10.37,1,3.07,0,0,control,account_management,billing_contact,35.41,0.831
TKT-004035,ACC-0175,USR-00796,2026-03-12T10:00:00,web_form,onboarding,medium,medium,15.48,0,3.5,0,0,control,onboarding,training_gap,32.22,0.987
TKT-004036,ACC-0176,USR-00799,2025-03-20T17:00:00,chat,billing,medium,medium,10.6,0,3.34,0,0,control,billing,invoice_confusion,37.61,0.964
TKT-004037,ACC-0176,USR-00799,2025-03-06T14:00:00,email,account_management,medium,medium,13.65,1,3.01,0,0,control,account_management,contract_update,41.99,0.916
TKT-004038,ACC-0176,USR-00801,2025-03-19T13:00:00,email,account_management,high,high,16.98,0,3.7,0,0,control,account_management,contract_update,45.84,0.962
TKT-004039,ACC-0176,USR-00799,2025-03-05T15:00:00,chat,feature_request,low,low,20.36,1,3.29,0,0,control,feature_request,audit_log,34.49,0.855
TKT-004040,ACC-0176,USR-00800,2025-04-03T08:00:00,web_form,onboarding,medium,medium,15.65,0,3.8,0,0,control,onboarding,workspace_configuration,36.36,0.952
TKT-004041,ACC-0176,USR-00800,2025-04-16T16:00:00,email,integration,critical,urgent,46.66,0,2.76,0,0,control,performance,performance_other,63.02,0.481
TKT-004042,ACC-0176,USR-00803,2025-05-11T13:00:00,web_form,bug,medium,medium,18.41,0,2.89,0,0,control,bug,report_export,41.49,0.943
TKT-004043,ACC-0176,USR-00805,2025-06-14T18:00:00,web_form,feature_request,low,low,27.66,0,3.04,0,0,control,feature_request,custom_dashboard,35.16,0.949
TKT-004044,ACC-0176,USR-00803,2025-06-02T10:00:00,email,integration,medium,medium,23.64,0,2.42,0,0,control,integration,identity_provisioning,44.92,0.77
TKT-004045,ACC-0176,USR-00800,2025-07-11T17:00:00,email,integration,medium,medium,29.63,1,2.86,0,0,control,integration,identity_provisioning,46.07,0.785
TKT-004046,ACC-0176,USR-00800,2025-08-22T08:00:00,email,integration,high,high,25.27,1,2.49,0,0,control,integration,slack_alerts,55.72,0.818
TKT-004047,ACC-0176,USR-00800,2025-10-27T14:00:00,email,feature_request,low,low,29.95,0,3.49,0,0,control,feature_request,custom_dashboard,33.39,0.957
TKT-004048,ACC-0176,USR-00800,2025-10-11T10:00:00,email,billing,low,low,7.69,0,3.68,0,0,control,billing,tax_setup,27.8,0.972
TKT-004049,ACC-0176,USR-00800,2025-10-25T11:00:00,chat,integration,low,low,30.16,0,2.08,0,1,control,integration,webhook_failure,44.98,0.967
TKT-004050,ACC-0176,USR-00804,2025-11-19T16:00:00,chat,bug,high,high,25.66,0,3.31,0,0,control,bug,data_sync_bug,49.6,0.798
TKT-004051,ACC-0176,USR-00801,2025-11-02T09:00:00,email,integration,critical,urgent,40.03,1,2.58,0,0,control,integration,identity_provisioning,64.64,0.738
TKT-004052,ACC-0176,USR-00800,2025-12-07T09:00:00,chat,onboarding,medium,medium,13.84,0,2.89,0,0,control,onboarding,workspace_configuration,40.53,0.964
TKT-004053,ACC-0176,USR-00798,2025-12-14T16:00:00,web_form,account_management,low,low,10.53,0,4.05,0,0,control,account_management,renewal_changes,26.54,0.972
TKT-004054,ACC-0176,USR-00798,2026-01-23T09:00:00,email,account_management,low,low,9.75,0,3.62,0,0,control,account_management,billing_contact,28.53,0.956
TKT-004055,ACC-0176,USR-00801,2026-01-05T08:00:00,phone,integration,medium,medium,28.51,0,2.84,0,0,control,integration,webhook_failure,43.84,0.701
TKT-004056,ACC-0176,USR-00804,2026-02-18T13:00:00,chat,performance,medium,medium,19.65,0,2.83,0,0,control,performance,report_refresh,42.04,0.955
TKT-004057,ACC-0177,USR-00808,2025-01-17T10:00:00,email,feature_request,medium,medium,32.99,0,3.34,0,0,control,feature_request,advanced_permissions,36.67,0.971
TKT-004058,ACC-0177,USR-00807,2025-01-13T10:00:00,email,feature_request,medium,medium,26.99,0,3.73,0,0,control,feature_request,bulk_actions,33.47,0.963
TKT-004059,ACC-0177,USR-00807,2025-02-17T10:00:00,phone,account_management,high,high,14.29,0,3.31,0,0,control,account_management,contract_update,41.63,0.874
TKT-004060,ACC-0177,USR-00807,2025-03-14T16:00:00,web_form,onboarding,high,high,20.17,0,3.65,1,0,control,onboarding,workspace_configuration,43.85,0.97
TKT-004061,ACC-0177,USR-00808,2025-05-03T08:00:00,web_form,feature_request,low,low,19.79,0,3.23,0,0,control,bug,bug_other,26.97,0.843
TKT-004062,ACC-0177,USR-00807,2025-05-04T17:00:00,chat,billing,low,low,6.29,0,3.72,0,0,control,billing,invoice_confusion,21.71,0.954
TKT-004063,ACC-0177,USR-00808,2025-06-03T13:00:00,chat,onboarding,critical,urgent,30.52,0,3.28,0,0,control,onboarding,training_gap,51.46,0.981
TKT-004064,ACC-0177,USR-00808,2025-07-03T18:00:00,email,performance,critical,urgent,41.3,1,3.2,0,0,control,performance,api_timeout,56.2,0.919
TKT-004065,ACC-0177,USR-00807,2025-08-21T15:00:00,web_form,bug,high,high,20.46,1,1.87,0,1,control,bug,data_sync_bug,56.71,0.764
TKT-004066,ACC-0177,USR-00807,2025-08-15T13:00:00,chat,bug,medium,medium,18.56,0,3.4,0,0,control,bug,data_sync_bug,33.37,0.833
TKT-004067,ACC-0177,USR-00808,2025-08-18T18:00:00,web_form,billing,medium,medium,10.48,0,2.78,0,1,control,billing,invoice_confusion,39.28,0.975
TKT-004068,ACC-0177,USR-00808,2025-08-21T17:00:00,email,bug,critical,urgent,44.05,0,2.53,0,0,control,bug,notification_bug,58.03,0.968
TKT-004069,ACC-0177,USR-00807,2025-09-05T08:00:00,email,billing,medium,medium,9.51,0,3.83,0,0,control,billing,seat_true_up,29.33,0.969
TKT-004070,ACC-0177,USR-00807,2025-10-26T08:00:00,chat,onboarding,low,low,8.67,0,3.2,0,0,control,onboarding,training_gap,24.81,0.959
TKT-004071,ACC-0177,USR-00808,2025-10-24T14:00:00,email,account_management,high,high,16.7,1,3.41,0,0,control,account_management,renewal_changes,43.73,0.961
TKT-004072,ACC-0177,USR-00808,2025-12-08T08:00:00,email,feature_request,medium,medium,31.94,0,3.23,0,0,control,feature_request,audit_log,37.0,0.947
TKT-004073,ACC-0177,USR-00808,2025-12-22T16:00:00,email,billing,high,high,9.16,0,3.29,0,0,control,billing,invoice_confusion,40.66,0.971
TKT-004074,ACC-0177,USR-00807,2025-12-27T17:00:00,chat,feature_request,low,low,27.72,0,3.31,0,0,control,feature_request,bulk_actions,28.22,0.892
TKT-004075,ACC-0177,USR-00807,2026-02-16T13:00:00,chat,bug,high,high,32.03,1,1.86,0,1,control,bug,report_export,59.17,0.8
TKT-004076,ACC-0177,USR-00807,2026-02-21T10:00:00,phone,bug,medium,medium,19.06,0,3.02,0,0,control,bug,data_sync_bug,35.37,0.81
TKT-004077,ACC-0177,USR-00807,2026-02-12T18:00:00,chat,feature_request,medium,medium,34.25,0,4.09,0,0,control,feature_request,advanced_permissions,33.19,0.896
TKT-004078,ACC-0177,USR-00808,2026-02-03T10:00:00,email,bug,medium,medium,19.57,1,2.6,0,0,control,bug,data_sync_bug,39.68,0.923
TKT-004079,ACC-0177,USR-00807,2026-03-05T16:00:00,chat,access,low,low,5.22,0,2.69,0,0,control,access,mfa_lockout,26.64,0.976
TKT-004080,ACC-0177,USR-00808,2026-03-20T17:00:00,email,access,low,low,6.68,0,3.42,0,0,control,access,password_reset,23.29,0.991
TKT-004081,ACC-0178,USR-00813,2025-03-24T11:00:00,web_form,account_management,medium,medium,11.21,0,3.21,0,0,ai_triage,account_management,user_deactivation,38.39,0.89
TKT-004082,ACC-0178,USR-00809,2025-04-12T14:00:00,chat,billing,low,low,7.52,0,3.44,0,0,ai_triage,billing,invoice_confusion,28.97,0.956
TKT-004083,ACC-0178,USR-00813,2025-05-16T14:00:00,email,integration,high,high,33.25,1,2.2,0,1,ai_triage,integration,slack_alerts,63.33,0.876
TKT-004084,ACC-0178,USR-00814,2025-06-01T14:00:00,email,billing,low,low,6.61,0,2.52,1,0,ai_triage,billing,tax_setup,36.08,0.977
TKT-004085,ACC-0178,USR-00814,2025-06-09T18:00:00,chat,integration,high,high,26.95,0,3.17,0,0,ai_triage,integration,webhook_failure,50.56,0.978
TKT-004086,ACC-0178,USR-00811,2025-07-06T14:00:00,email,access,medium,medium,8.3,0,3.21,0,0,ai_triage,access,permission_setup,37.78,0.984
TKT-004087,ACC-0178,USR-00809,2025-07-03T18:00:00,phone,onboarding,low,low,9.89,0,4.13,0,0,ai_triage,onboarding,training_gap,26.01,0.861
TKT-004088,ACC-0178,USR-00809,2025-08-27T12:00:00,web_form,access,high,high,9.75,0,3.42,0,0,ai_triage,access,password_reset,45.73,0.987
TKT-004089,ACC-0178,USR-00809,2025-09-11T08:00:00,email,performance,high,high,30.75,0,2.86,0,0,ai_triage,performance,api_timeout,52.91,0.631
TKT-004090,ACC-0178,USR-00814,2025-09-16T09:00:00,email,billing,medium,medium,7.16,0,3.2,0,1,ai_triage,billing,invoice_confusion,42.09,0.963
TKT-004091,ACC-0178,USR-00809,2025-10-23T10:00:00,web_form,bug,medium,medium,15.97,0,2.42,1,0,ai_triage,bug,filter_logic,46.03,0.946
TKT-004092,ACC-0178,USR-00817,2026-01-01T12:00:00,web_form,access,critical,urgent,13.01,1,3.42,0,0,ai_triage,access,permission_setup,54.81,0.809
TKT-004093,ACC-0178,USR-00813,2026-01-27T17:00:00,chat,feature_request,medium,medium,25.01,0,3.77,0,0,ai_triage,feature_request,custom_dashboard,38.46,0.936
TKT-004094,ACC-0178,USR-00816,2026-02-07T14:00:00,email,bug,critical,urgent,31.23,1,2.25,0,0,ai_triage,bug,data_sync_bug,64.46,0.926
TKT-004095,ACC-0178,USR-00814,2026-02-17T09:00:00,web_form,bug,high,high,25.3,0,3.0,0,0,ai_triage,bug,notification_bug,51.07,0.968
TKT-004096,ACC-0178,USR-00811,2026-03-17T18:00:00,chat,feature_request,high,high,44.33,0,3.66,0,0,ai_triage,feature_request,custom_dashboard,51.74,0.89
TKT-004097,ACC-0179,USR-00820,2025-10-20T08:00:00,phone,performance,high,high,37.66,1,2.75,0,0,ai_triage,performance,dashboard_latency,57.0,0.971
TKT-004098,ACC-0179,USR-00820,2025-12-14T09:00:00,phone,access,medium,medium,7.11,1,3.24,0,0,ai_triage,access,mfa_lockout,39.48,0.976
TKT-004099,ACC-0179,USR-00824,2026-01-03T13:00:00,email,bug,low,low,17.01,0,2.65,1,0,ai_triage,bug,filter_logic,37.59,0.945
TKT-004100,ACC-0180,USR-00826,2025-01-12T08:00:00,web_form,billing,critical,urgent,18.32,0,3.01,1,1,control,billing,invoice_confusion,57.47,0.976
