account_id,month,active_users,feature_a_usage,feature_b_usage,feature_c_usage,login_frequency,usage_drop_flag
ACC-0081,2025-01-01,15,86,63,23,3.06,0
ACC-0081,2025-02-01,14,96,57,42,3.56,0
ACC-0081,2025-03-01,15,95,50,40,4.15,0
ACC-0081,2025-04-01,14,91,55,33,3.91,0
ACC-0081,2025-05-01,14,92,48,26,4.03,0
ACC-0081,2025-06-01,16,107,58,34,4.65,0
ACC-0081,2025-07-01,12,88,31,20,3.84,1
ACC-0081,2025-08-01,17,141,79,45,2.9,0
ACC-0081,2025-09-01,15,88,51,38,3.87,0
ACC-0081,2025-10-01,16,69,66,31,3.91,0
ACC-0081,2025-11-01,15,79,63,35,3.74,0
ACC-0081,2025-12-01,14,88,48,34,4.01,0
ACC-0081,2026-01-01,14,115,62,31,4.3,0
ACC-0081,2026-02-01,14,84,53,24,4.47,0
ACC-0081,2026-03-01,14,85,51,56,3.74,0
ACC-0082,2025-01-01,15,71,70,48,3.72,0
ACC-0082,2025-02-01,19,138,75,44,4.33,0
ACC-0082,2025-03-01,19,131,67,45,5.59,0
ACC-0082,2025-04-01,18,134,81,47,4.28,0
ACC-0082,2025-05-01,19,138,81,39,4.47,0
ACC-0082,2025-06-01,18,110,112,29,4.87,0
ACC-0082,2025-07-01,16,106,98,31,3.69,0
ACC-0082,2025-08-01,18,100,86,39,4.66,0
ACC-0082,2025-09-01,16,72,62,25,5.26,0
ACC-0082,2025-10-01,16,85,70,34,3.14,0
ACC-0082,2025-11-01,20,107,78,47,4.7,0
ACC-0082,2025-12-01,17,95,65,39,4.72,1
ACC-0082,2026-01-01,16,139,55,39,3.39,0
ACC-0082,2026-02-01,16,88,53,35,3.51,0
ACC-0082,2026-03-01,18,101,60,40,4.89,0
ACC-0083,2025-01-01,229,1463,845,549,3.31,0
ACC-0083,2025-02-01,244,1728,1040,684,3.62,0
ACC-0083,2025-03-01,215,1506,1040,1001,5.08,0
ACC-0083,2025-04-01,278,2012,1306,1005,3.96,0
ACC-0083,2025-05-01,283,1965,1523,930,5.42,0
ACC-0083,2025-06-01,235,2002,1160,520,3.67,1
ACC-0083,2025-07-01,218,1573,890,723,4.99,0
ACC-0083,2025-08-01,247,1532,943,723,6.0,0
ACC-0083,2025-09-01,221,1372,996,700,4.29,0
ACC-0083,2025-10-01,218,1188,907,754,3.38,0
ACC-0083,2025-11-01,211,947,1103,426,4.69,1
ACC-0083,2025-12-01,269,2065,1092,480,3.67,0
ACC-0083,2026-01-01,239,2033,1221,920,4.0,0
ACC-0083,2026-02-01,255,1648,1588,871,3.46,0
ACC-0083,2026-03-01,283,1748,1321,345,4.64,0
ACC-0084,2025-06-01,18,118,67,39,3.94,0
ACC-0084,2025-07-01,18,129,70,53,4.14,0
ACC-0084,2025-08-01,18,120,54,46,3.12,0
ACC-0084,2025-09-01,19,81,75,63,4.12,0
ACC-0084,2025-10-01,21,190,92,42,3.76,0
ACC-0084,2025-11-01,21,121,76,63,4.92,0
ACC-0084,2025-12-01,18,100,67,50,5.0,1
ACC-0084,2026-01-01,24,143,90,67,3.72,0
ACC-0084,2026-02-01,21,126,42,53,4.07,0
ACC-0084,2026-03-01,22,143,68,51,2.74,0
ACC-0085,2025-01-01,34,244,132,130,2.82,0
ACC-0085,2025-02-01,36,215,175,132,4.65,0
ACC-0085,2025-03-01,39,237,201,96,3.44,0
ACC-0085,2025-04-01,38,184,173,124,4.95,0
ACC-0085,2025-05-01,36,236,162,98,3.71,0
ACC-0085,2025-06-01,37,239,139,116,5.32,0
ACC-0085,2025-07-01,33,197,90,104,4.66,0
ACC-0085,2025-08-01,38,251,184,141,4.98,0
ACC-0085,2025-09-01,31,255,122,70,4.66,1
ACC-0085,2025-10-01,31,255,158,141,4.63,0
ACC-0085,2025-11-01,30,149,130,84,4.35,0
ACC-0085,2025-12-01,34,238,136,131,2.29,0
ACC-0085,2026-01-01,37,289,207,137,5.38,0
ACC-0085,2026-02-01,37,240,167,118,3.65,0
ACC-0085,2026-03-01,35,184,158,112,3.95,0
ACC-0086,2025-04-01,40,282,188,96,3.3,0
ACC-0086,2025-05-01,44,219,199,190,5.33,0
ACC-0086,2025-06-01,43,313,253,67,3.87,0
ACC-0086,2025-07-01,46,281,234,145,4.29,0
ACC-0086,2025-08-01,46,272,168,155,3.66,0
ACC-0086,2025-09-01,41,295,204,98,3.01,0
ACC-0086,2025-10-01,38,361,194,106,4.5,0
ACC-0086,2025-11-01,40,199,207,123,4.14,0
ACC-0086,2025-12-01,44,341,153,88,4.43,0
ACC-0086,2026-01-01,41,252,207,147,4.93,0
ACC-0086,2026-02-01,49,448,177,170,3.89,0
ACC-0086,2026-03-01,50,321,273,141,5.18,0
ACC-0087,2025-12-01,32,206,145,108,4.45,0
ACC-0087,2026-01-01,32,183,122,64,4.79,0
ACC-0087,2026-02-01,30,187,138,113,2.96,0
ACC-0087,2026-03-01,37,259,153,153,3.62,0
ACC-0088,2025-01-01,7,51,25,10,4.09,0
ACC-0088,2025-02-01,8,40,47,15,4.26,0
ACC-0088,2025-03-01,7,45,27,11,6.18,0
ACC-0088,2025-04-01,7,41,34,24,4.99,0
ACC-0088,2025-05-01,7,47,18,20,3.06,0
ACC-0088,2025-06-01,7,45,31,16,5.26,0
ACC-0088,2025-07-01,8,57,24,27,3.64,0
ACC-0088,2025-08-01,9,78,40,27,2.1,0
ACC-0088,2025-09-01,8,61,38,14,3.99,0
ACC-0088,2025-10-01,7,48,18,21,5.03,0
ACC-0088,2025-11-01,7,49,27,17,3.4,0
ACC-0088,2025-12-01,8,37,21,18,4.05,0
ACC-0088,2026-01-01,8,46,44,20,4.36,0
ACC-0088,2026-02-01,8,60,36,21,4.72,0
ACC-0088,2026-03-01,7,31,28,16,4.61,0
ACC-0089,2025-07-01,21,149,65,52,3.26,0
ACC-0089,2025-08-01,23,101,100,38,3.93,0
ACC-0089,2025-09-01,24,162,66,50,3.15,0
ACC-0089,2025-10-01,23,152,104,62,4.62,0
ACC-0089,2025-11-01,25,154,81,56,3.28,0
ACC-0089,2025-12-01,23,151,92,95,3.26,0
ACC-0089,2026-01-01,25,123,94,56,4.79,0
ACC-0089,2026-02-01,25,157,93,42,3.74,0
ACC-0089,2026-03-01,25,164,113,58,4.02,0
ACC-0090,2025-02-01,22,156,77,63,5.12,0
ACC-0090,2025-03-01,25,134,102,67,3.98,0
ACC-0090,2025-04-01,24,170,107,54,3.04,0
ACC-0090,2025-05-01,29,164,123,74,2.88,0
ACC-0090,2025-06-01,28,197,129,70,2.82,0
ACC-0090,2025-07-01,29,201,90,59,4.36,0
ACC-0090,2025-08-01,29,172,138,43,3.47,0
ACC-0090,2025-09-01,25,137,132,90,4.36,0
ACC-0090,2025-10-01,27,168,120,43,3.8,0
ACC-0090,2025-11-01,31,165,108,77,4.4,0
ACC-0090,2025-12-01,26,171,119,92,4.11,1
ACC-0090,2026-01-01,28,229,102,49,4.38,0
ACC-0090,2026-02-01,30,206,120,50,4.16,0
ACC-0090,2026-03-01,30,154,117,67,3.71,0
ACC-0091,2025-02-01,14,97,62,27,3.05,0
ACC-0091,2025-03-01,14,83,77,49,5.59,0
ACC-0091,2025-04-01,13,92,62,37,3.95,0
ACC-0091,2025-05-01,17,110,71,28,4.65,0
ACC-0091,2025-06-01,16,112,68,41,4.17,0
ACC-0091,2025-07-01,16,100,46,44,3.63,0
ACC-0091,2025-08-01,15,80,64,35,2.71,0
ACC-0091,2025-09-01,16,124,59,38,4.93,0
ACC-0091,2025-10-01,17,129,31,58,4.65,0
ACC-0091,2025-11-01,18,101,48,44,4.01,0
ACC-0091,2025-12-01,16,122,64,37,4.57,0
ACC-0091,2026-01-01,16,98,78,50,4.96,0
ACC-0091,2026-02-01,16,66,63,32,4.11,0
ACC-0091,2026-03-01,15,97,49,26,5.06,0
ACC-0092,2025-04-01,18,117,87,69,4.76,0
ACC-0092,2025-05-01,19,138,98,66,2.91,0
ACC-0092,2025-06-01,18,130,64,78,4.16,0
ACC-0092,2025-07-01,20,154,79,66,4.83,0
ACC-0092,2025-08-01,19,117,90,61,5.23,0
ACC-0092,2025-09-01,16,74,75,60,4.06,1
ACC-0092,2025-10-01,18,131,62,48,4.33,0
ACC-0092,2025-11-01,18,93,70,54,4.49,0
ACC-0092,2025-12-01,20,117,101,56,4.0,0
ACC-0092,2026-01-01,19,108,85,65,4.62,0
ACC-0092,2026-02-01,22,193,77,45,3.46,0
ACC-0092,2026-03-01,20,108,83,81,5.28,0
ACC-0093,2025-03-01,20,177,76,31,4.94,0
ACC-0093,2025-04-01,18,102,81,43,4.07,0
ACC-0093,2025-05-01,18,116,88,44,3.62,0
ACC-0093,2025-06-01,21,117,92,56,3.64,0
ACC-0093,2025-07-01,18,125,60,51,3.67,1
ACC-0093,2025-08-01,21,140,125,60,4.3,0
ACC-0093,2025-09-01,23,105,73,25,5.41,0
ACC-0093,2025-10-01,24,166,100,39,4.05,0
ACC-0093,2025-11-01,25,166,91,38,5.17,0
ACC-0093,2025-12-01,21,95,70,37,4.11,1
ACC-0093,2026-01-01,23,136,108,57,4.94,0
ACC-0093,2026-02-01,22,209,80,43,3.48,0
ACC-0093,2026-03-01,22,101,95,31,4.31,0
ACC-0094,2025-01-01,79,480,362,380,3.45,0
ACC-0094,2025-02-01,85,484,289,229,4.78,0
ACC-0094,2025-03-01,83,744,367,206,3.94,0
ACC-0094,2025-04-01,82,605,228,185,3.79,0
ACC-0094,2025-05-01,89,699,463,317,4.14,0
ACC-0094,2025-06-01,90,471,236,315,3.5,0
ACC-0094,2025-07-01,80,530,343,308,4.78,0
ACC-0094,2025-08-01,87,523,364,242,4.06,0
ACC-0094,2025-09-01,81,542,361,219,4.91,0
ACC-0094,2025-10-01,73,536,311,286,5.09,0
ACC-0094,2025-11-01,71,452,341,182,3.7,0
ACC-0094,2025-12-01,80,366,380,202,3.87,0
ACC-0094,2026-01-01,85,556,325,267,4.16,0
ACC-0094,2026-02-01,83,468,412,143,4.06,0
ACC-0094,2026-03-01,83,577,243,236,4.13,0
ACC-0095,2025-11-01,27,185,85,60,4.82,0
ACC-0095,2025-12-01,23,147,94,52,6.09,1
ACC-0095,2026-01-01,25,174,87,69,4.81,0
ACC-0095,2026-02-01,28,180,94,52,4.93,0
ACC-0095,2026-03-01,28,107,154,56,4.03,0
ACC-0096,2025-08-01,14,88,55,24,3.06,0
ACC-0096,2025-09-01,13,89,56,28,4.21,0
ACC-0096,2025-10-01,12,84,50,42,4.21,0
ACC-0096,2025-11-01,14,90,53,38,4.22,0
ACC-0096,2025-12-01,13,61,56,42,4.26,0
ACC-0096,2026-01-01,16,121,69,32,4.34,0
ACC-0096,2026-02-01,16,113,75,35,4.06,0
ACC-0096,2026-03-01,15,96,75,17,4.22,0
ACC-0097,2025-01-01,16,79,74,33,3.95,0
ACC-0097,2025-02-01,18,136,82,48,4.08,0
ACC-0097,2025-03-01,18,132,63,30,4.6,0
ACC-0097,2025-04-01,16,78,71,37,4.57,0
ACC-0097,2025-05-01,16,93,73,35,3.9,0
ACC-0097,2025-06-01,16,123,62,51,5.45,0
ACC-0097,2025-07-01,14,46,69,31,3.59,0
ACC-0097,2025-08-01,15,90,77,38,5.1,0
ACC-0097,2025-09-01,17,104,64,47,4.77,0
ACC-0097,2025-10-01,17,105,72,47,3.93,0
ACC-0097,2025-11-01,15,84,58,42,5.08,0
ACC-0097,2025-12-01,14,81,53,40,3.83,0
ACC-0097,2026-01-01,16,79,71,38,3.74,0
ACC-0097,2026-02-01,16,123,52,31,5.08,0
ACC-0097,2026-03-01,16,115,70,39,3.96,0
ACC-0098,2025-01-01,13,101,64,23,5.11,0
ACC-0098,2025-02-01,14,79,55,40,4.58,0
ACC-0098,2025-03-01,14,103,58,30,3.7,0
ACC-0098,2025-04-01,14,89,41,41,3.86,0
ACC-0098,2025-05-01,15,74,59,31,3.52,0
ACC-0098,2025-06-01,14,118,59,28,2.92,0
ACC-0098,2025-07-01,12,70,43,28,2.61,1
ACC-0098,2025-08-01,14,106,75,20,3.64,0
ACC-0098,2025-09-01,13,86,40,43,4.23,0
ACC-0098,2025-10-01,14,115,57,37,3.67,0
ACC-0098,2025-11-01,13,75,76,36,4.39,0
ACC-0098,2025-12-01,12,90,36,19,3.81,0
ACC-0098,2026-01-01,16,137,59,33,3.05,0
ACC-0098,2026-02-01,14,93,66,41,4.06,0
ACC-0098,2026-03-01,15,85,67,32,4.52,0
ACC-0099,2025-06-01,11,72,52,17,3.45,0
ACC-0099,2025-07-01,10,49,37,22,5.12,0
ACC-0099,2025-08-01,10,76,43,21,4.29,0
ACC-0099,2025-09-01,12,93,47,18,3.0,0
ACC-0099,2025-10-01,12,47,66,33,3.76,0
ACC-0099,2025-11-01,11,83,35,21,3.66,0
ACC-0099,2025-12-01,11,79,55,33,4.2,0
ACC-0099,2026-01-01,12,69,31,24,3.64,0
ACC-0099,2026-02-01,11,59,41,30,5.4,0
ACC-0099,2026-03-01,11,55,38,31,4.06,0
ACC-0100,2025-01-01,517,3768,3143,1647,3.63,0
ACC-0100,2025-02-01,549,3427,2681,1559,4.85,0
ACC-0100,2025-03-01,549,4193,3546,1933,3.85,0
ACC-0100,2025-04-01,574,4025,4435,1961,4.69,0
ACC-0100,2025-05-01,550,3515,2676,1873,4.56,0
ACC-0100,2025-06-01,578,3953,2693,1717,3.27,0
ACC-0100,2025-07-01,559,3300,3405,1897,4.41,0
ACC-0100,2025-08-01,537,3025,2231,2368,4.28,0
ACC-0100,2025-09-01,473,3795,2228,1653,4.23,0
ACC-0100,2025-10-01,438,3130,2025,1302,4.08,0
ACC-0100,2025-11-01,394,2778,1918,1084,4.01,0
ACC-0100,2025-12-01,530,3553,3295,2166,4.77,0
ACC-0100,2026-01-01,523,3683,2941,1374,3.1,0
ACC-0100,2026-02-01,475,3123,2575,1127,4.93,0
ACC-0100,2026-03-01,545,4351,2995,1337,4.52,0
ACC-0101,2025-01-01,658,3880,2422,2151,3.5,0
ACC-0101,2025-02-01,675,4085,4622,1156,4.29,0
ACC-0101,2025-03-01,687,3792,3411,2004,3.72,0
ACC-0101,2025-04-01,642,3258,3218,2286,4.05,0
ACC-0101,2025-05-01,594,4534,3477,1467,3.29,0
ACC-0101,2025-06-01,596,4231,3217,2236,3.97,0
ACC-0101,2025-07-01,562,4221,2568,1871,3.12,0
ACC-0101,2025-08-01,611,4649,2692,2303,2.57,0
ACC-0101,2025-09-01,501,3162,3440,1193,4.67,1
ACC-0101,2025-10-01,496,3020,2611,1072,3.88,0
ACC-0101,2025-11-01,535,3385,2801,1929,4.74,0
ACC-0101,2025-12-01,649,5158,3765,1693,3.49,0
ACC-0101,2026-01-01,620,4071,2080,2198,5.1,0
ACC-0101,2026-02-01,654,3764,2831,2230,4.09,0
ACC-0101,2026-03-01,649,4648,4033,1562,4.36,0
ACC-0102,2025-01-01,299,1911,1790,1160,5.18,0
ACC-0102,2025-02-01,313,1996,1523,621,5.14,0
ACC-0102,2025-03-01,299,2109,1735,696,3.55,0
ACC-0102,2025-04-01,334,2277,1517,1039,4.96,0
ACC-0102,2025-05-01,322,1573,2176,1248,4.09,0
ACC-0102,2025-06-01,283,2167,1585,616,4.04,0
ACC-0102,2025-07-01,333,2170,1458,830,5.44,0
ACC-0102,2025-08-01,321,2583,1723,1308,3.61,0
ACC-0102,2025-09-01,253,1724,1646,866,3.76,1
ACC-0102,2025-10-01,225,888,1340,660,4.02,0
ACC-0102,2025-11-01,271,1920,1911,962,4.41,0
ACC-0102,2025-12-01,265,2001,710,739,4.22,0
ACC-0102,2026-01-01,291,1746,2026,1156,3.72,0
ACC-0102,2026-02-01,297,1513,1731,898,2.82,0
ACC-0102,2026-03-01,307,2143,1868,966,3.94,0
ACC-0103,2025-01-01,35,227,163,98,4.68,0
ACC-0103,2025-02-01,29,173,90,80,5.08,1
ACC-0103,2025-03-01,30,218,159,95,4.9,0
ACC-0103,2025-04-01,32,212,150,143,3.75,0
ACC-0103,2025-05-01,30,161,146,119,3.82,0
ACC-0103,2025-06-01,27,155,122,85,4.33,0
ACC-0103,2025-07-01,29,220,126,104,4.31,0
ACC-0103,2025-08-01,32,224,107,110,4.75,0
ACC-0103,2025-09-01,28,194,93,73,3.9,0
ACC-0103,2025-10-01,26,165,83,62,2.73,0
ACC-0103,2025-11-01,21,133,125,93,3.52,1
ACC-0103,2025-12-01,30,146,91,70,4.04,0
ACC-0103,2026-01-01,31,210,143,91,4.23,0
ACC-0103,2026-02-01,29,145,84,105,3.96,0
ACC-0103,2026-03-01,28,180,86,122,3.79,0
ACC-0104,2025-08-01,4,30,13,10,4.59,0
ACC-0104,2025-09-01,4,27,12,10,3.86,0
ACC-0104,2025-10-01,4,30,18,10,4.65,0
ACC-0104,2025-11-01,4,32,16,10,4.85,0
ACC-0104,2025-12-01,4,20,17,9,3.35,0
ACC-0104,2026-01-01,4,32,11,11,2.42,0
ACC-0104,2026-02-01,4,34,15,10,4.73,0
ACC-0104,2026-03-01,4,26,16,14,3.33,0
ACC-0105,2025-01-01,22,120,71,67,4.22,0
ACC-0105,2025-02-01,25,148,91,55,3.31,0
ACC-0105,2025-03-01,25,152,87,63,4.37,0
ACC-0105,2025-04-01,25,158,145,91,3.46,0
ACC-0105,2025-05-01,24,128,118,54,4.37,0
ACC-0105,2025-06-01,29,188,135,80,3.79,0
ACC-0105,2025-07-01,26,144,134,56,3.87,0
ACC-0105,2025-08-01,24,131,90,27,4.04,0
ACC-0105,2025-09-01,25,184,110,52,3.88,0
ACC-0105,2025-10-01,25,203,86,52,3.41,0
ACC-0105,2025-11-01,24,164,102,76,4.93,0
ACC-0105,2025-12-01,28,179,108,49,4.69,0
ACC-0105,2026-01-01,26,187,82,69,4.34,0
ACC-0105,2026-02-01,26,149,131,93,3.42,0
ACC-0105,2026-03-01,27,90,125,39,3.83,0
ACC-0106,2025-01-01,14,87,66,20,3.95,0
ACC-0106,2025-02-01,15,123,66,27,3.87,0
ACC-0106,2025-03-01,17,123,57,39,4.04,0
ACC-0106,2025-04-01,15,69,53,48,3.93,0
ACC-0106,2025-05-01,15,99,88,37,4.97,0
ACC-0106,2025-06-01,15,93,61,30,4.06,0
ACC-0106,2025-07-01,15,84,61,42,3.62,0
ACC-0106,2025-08-01,16,105,63,21,3.94,0
ACC-0106,2025-09-01,16,134,72,49,3.35,0
ACC-0106,2025-10-01,15,117,50,45,4.71,0
ACC-0106,2025-11-01,15,92,49,51,4.64,0
ACC-0106,2025-12-01,15,90,61,38,4.48,0
ACC-0106,2026-01-01,16,90,46,40,2.98,0
ACC-0106,2026-02-01,15,89,67,53,2.84,0
ACC-0106,2026-03-01,17,106,74,28,4.9,0
ACC-0107,2025-01-01,14,90,35,35,4.79,0
ACC-0107,2025-02-01,13,101,65,27,5.32,0
ACC-0107,2025-03-01,14,91,58,35,2.36,0
ACC-0107,2025-04-01,14,69,75,46,4.8,0
ACC-0107,2025-05-01,13,70,46,46,3.72,0
ACC-0107,2025-06-01,12,91,63,40,4.93,0
ACC-0107,2025-07-01,14,91,34,35,4.64,0
ACC-0107,2025-08-01,14,88,46,26,5.49,0
ACC-0107,2025-09-01,15,97,64,28,4.65,0
ACC-0107,2025-10-01,15,72,67,41,4.57,0
ACC-0107,2025-11-01,15,131,58,42,4.26,0
ACC-0107,2025-12-01,12,81,55,31,3.58,1
ACC-0107,2026-01-01,13,77,44,34,4.49,0
ACC-0107,2026-02-01,14,77,50,46,4.08,0
ACC-0107,2026-03-01,14,88,70,43,4.98,0
ACC-0108,2025-01-01,124,686,699,471,3.88,0
ACC-0108,2025-02-01,134,792,700,567,3.55,0
ACC-0108,2025-03-01,128,942,792,343,5.2,0
ACC-0108,2025-04-01,123,631,492,393,3.46,0
ACC-0108,2025-05-01,126,951,540,355,4.1,0
ACC-0108,2025-06-01,123,828,613,417,3.22,0
ACC-0108,2025-07-01,112,748,559,460,5.44,0
ACC-0108,2025-08-01,124,910,364,434,3.45,0
ACC-0108,2025-09-01,101,959,438,262,4.49,1
ACC-0108,2025-10-01,98,533,566,386,4.44,0
ACC-0108,2025-11-01,99,609,528,338,2.1,0
ACC-0108,2025-12-01,133,891,581,526,4.53,0
ACC-0108,2026-01-01,129,778,401,438,5.2,0
ACC-0108,2026-02-01,119,678,604,342,3.91,0
ACC-0108,2026-03-01,121,777,343,341,4.36,0
ACC-0109,2026-01-01,25,194,139,82,4.84,0
ACC-0109,2026-02-01,24,139,98,67,4.78,0
ACC-0109,2026-03-01,25,159,118,79,4.82,0
ACC-0110,2025-09-01,5,27,17,10,4.38,0
ACC-0110,2025-10-01,5,24,18,12,3.57,0
ACC-0110,2025-11-01,5,30,17,12,4.47,0
ACC-0110,2025-12-01,5,31,22,10,3.04,0
ACC-0110,2026-01-01,5,30,15,10,5.37,0
ACC-0110,2026-02-01,5,30,29,13,3.94,0
ACC-0110,2026-03-01,5,34,27,10,3.67,0
ACC-0111,2026-01-01,14,92,41,31,3.56,0
ACC-0111,2026-02-01,16,95,70,25,4.29,0
ACC-0111,2026-03-01,14,84,82,41,4.11,0
ACC-0112,2025-01-01,101,554,508,214,4.03,0
ACC-0112,2025-02-01,80,542,331,238,4.96,1
ACC-0112,2025-03-01,84,576,399,181,3.68,0
ACC-0112,2025-04-01,87,625,455,265,3.98,0
ACC-0112,2025-05-01,83,569,320,249,4.13,0
ACC-0112,2025-06-01,90,529,313,315,2.1,0
ACC-0112,2025-07-01,79,413,399,228,3.81,0
ACC-0112,2025-08-01,87,508,328,284,3.9,0
ACC-0112,2025-09-01,70,377,222,226,4.41,1
ACC-0112,2025-10-01,65,476,306,252,4.41,0
ACC-0112,2025-11-01,74,658,285,182,3.13,0
ACC-0112,2025-12-01,90,760,302,242,3.97,0
ACC-0112,2026-01-01,93,472,234,438,4.42,0
ACC-0112,2026-02-01,89,558,398,190,3.61,0
ACC-0112,2026-03-01,88,352,339,259,3.99,0
ACC-0113,2025-06-01,127,686,418,419,3.99,0
ACC-0113,2025-07-01,113,742,545,325,2.69,0
ACC-0113,2025-08-01,137,704,710,360,3.93,0
ACC-0113,2025-09-01,131,928,818,449,4.48,0
ACC-0113,2025-10-01,120,750,761,341,4.39,0
ACC-0113,2025-11-01,131,832,778,262,3.07,1
ACC-0113,2025-12-01,147,1064,885,400,3.81,0
ACC-0113,2026-01-01,148,1197,1008,555,4.43,0
ACC-0113,2026-02-01,161,1001,761,500,3.51,0
ACC-0113,2026-03-01,147,774,903,526,5.2,0
ACC-0114,2025-01-01,80,687,227,188,3.77,0
ACC-0114,2025-02-01,96,647,374,253,3.24,0
ACC-0114,2025-03-01,95,700,492,330,2.35,0
ACC-0114,2025-04-01,82,574,311,230,3.43,0
ACC-0114,2025-05-01,94,658,423,259,4.32,0
ACC-0114,2025-06-01,82,521,170,172,3.97,0
ACC-0114,2025-07-01,95,429,294,318,5.44,0
ACC-0114,2025-08-01,90,654,344,255,4.26,0
ACC-0114,2025-09-01,70,510,197,267,4.23,1
ACC-0114,2025-10-01,72,337,238,290,4.05,0
ACC-0114,2025-11-01,74,409,301,165,4.27,0
ACC-0114,2025-12-01,85,582,287,251,4.58,0
ACC-0114,2026-01-01,88,544,494,223,4.96,0
ACC-0114,2026-02-01,83,599,387,235,3.35,0
ACC-0114,2026-03-01,78,454,352,190,4.27,0
ACC-0115,2025-01-01,342,2135,1360,1075,3.85,0
ACC-0115,2025-02-01,349,2015,1462,795,4.96,0
ACC-0115,2025-03-01,367,1496,1651,1409,3.67,0
ACC-0115,2025-04-01,409,2273,2301,1605,4.52,0
ACC-0115,2025-05-01,345,1884,2171,909,4.88,1
ACC-0115,2025-06-01,366,2435,1367,1015,3.59,0
ACC-0115,2025-07-01,358,2363,2000,1022,3.55,0
ACC-0115,2025-08-01,380,2039,2356,1185,3.97,0
ACC-0115,2025-09-01,316,2027,1095,776,4.94,1
ACC-0115,2025-10-01,277,1907,1263,716,3.4,0
ACC-0115,2025-11-01,272,1517,1426,1170,4.59,1
ACC-0115,2025-12-01,385,1928,2075,1363,3.58,0
ACC-0115,2026-01-01,391,2320,2275,747,4.43,0
ACC-0115,2026-02-01,366,2841,1858,1491,4.56,0
ACC-0115,2026-03-01,373,2747,2207,1316,2.6,0
ACC-0116,2025-01-01,79,633,244,301,4.69,0
ACC-0116,2025-02-01,80,344,291,372,3.6,0
ACC-0116,2025-03-01,80,432,405,242,3.76,0
ACC-0116,2025-04-01,91,649,306,213,5.01,0
ACC-0116,2025-05-01,84,402,224,203,3.33,0
ACC-0116,2025-06-01,74,391,248,212,5.39,0
ACC-0116,2025-07-01,78,492,351,236,4.48,0
ACC-0116,2025-08-01,85,563,536,326,3.44,0
ACC-0116,2025-09-01,70,394,311,156,3.42,1
ACC-0116,2025-10-01,70,531,315,265,4.46,0
ACC-0116,2025-11-01,69,410,327,270,4.16,0
ACC-0116,2025-12-01,78,643,318,253,4.54,0
ACC-0116,2026-01-01,83,464,365,263,5.49,0
ACC-0116,2026-02-01,88,514,412,300,5.12,0
ACC-0116,2026-03-01,81,543,325,262,3.58,0
ACC-0117,2025-01-01,7,48,35,17,3.91,0
ACC-0117,2025-02-01,7,39,34,21,5.08,0
ACC-0117,2025-03-01,7,41,29,18,3.81,0
ACC-0117,2025-04-01,8,57,27,28,4.27,0
ACC-0117,2025-05-01,7,39,37,24,4.91,0
ACC-0117,2025-06-01,8,62,36,21,4.58,0
ACC-0117,2025-07-01,7,39,32,22,4.06,0
ACC-0117,2025-08-01,7,49,25,11,5.0,0
ACC-0117,2025-09-01,7,45,25,21,4.8,0
ACC-0117,2025-10-01,7,36,26,19,4.33,0
ACC-0117,2025-11-01,7,47,32,17,4.52,0
ACC-0117,2025-12-01,6,55,23,15,4.6,1
ACC-0117,2026-01-01,7,45,28,13,4.51,0
ACC-0117,2026-02-01,6,50,28,16,2.98,1
ACC-0117,2026-03-01,7,56,47,21,4.93,0
ACC-0118,2025-05-01,278,1547,1701,675,3.35,0
ACC-0118,2025-06-01,248,1878,1256,811,4.19,0
ACC-0118,2025-07-01,236,1359,1062,523,3.85,0
ACC-0118,2025-08-01,286,2040,1653,656,3.99,0
ACC-0118,2025-09-01,279,1512,1548,913,4.97,1
ACC-0118,2025-10-01,244,1603,1270,765,3.28,1
ACC-0118,2025-11-01,267,1428,1287,812,3.39,0
ACC-0118,2025-12-01,276,1685,1016,917,5.01,0
ACC-0118,2026-01-01,321,2041,1053,1188,4.3,0
ACC-0118,2026-02-01,313,2701,1345,371,3.46,0
ACC-0118,2026-03-01,315,2056,1231,694,3.95,0
ACC-0119,2025-01-01,12,84,45,25,3.67,0
ACC-0119,2025-02-01,14,91,59,35,4.15,0
ACC-0119,2025-03-01,14,79,52,50,3.26,0
ACC-0119,2025-04-01,15,99,57,46,3.98,0
ACC-0119,2025-05-01,15,110,83,48,4.1,0
ACC-0119,2025-06-01,15,98,63,30,4.86,0
ACC-0119,2025-07-01,14,90,43,35,2.87,0
ACC-0119,2025-08-01,15,88,64,52,4.6,0
ACC-0119,2025-09-01,17,122,85,59,3.69,0
ACC-0119,2025-10-01,14,101,57,35,4.03,1
ACC-0119,2025-11-01,15,124,48,42,4.57,0
ACC-0119,2025-12-01,13,72,46,35,3.94,0
ACC-0119,2026-01-01,15,73,89,37,4.55,0
ACC-0119,2026-02-01,15,86,84,21,4.4,0
ACC-0119,2026-03-01,14,84,50,27,4.22,0
ACC-0120,2025-11-01,34,209,136,76,5.26,0
ACC-0120,2025-12-01,45,280,163,141,5.12,0
ACC-0120,2026-01-01,57,417,283,250,4.37,0
ACC-0120,2026-02-01,62,457,261,213,2.93,0
ACC-0120,2026-03-01,57,273,159,190,3.42,0
ACC-0121,2025-01-01,83,552,352,213,4.83,0
ACC-0121,2025-02-01,83,579,260,255,4.97,0
